Date,Open,High,Low,Close,Adj Close,Volume
1993-02-01,43.968750,45.125000,42.812500,44.406250,25.390364,5417600
1993-03-01,44.562500,45.843750,44.218750,45.187500,25.837070,3019200
1993-04-01,45.250000,45.250000,43.281250,44.031250,25.294857,2697200
1993-05-01,44.093750,45.656250,43.843750,45.218750,25.977036,1808000
1993-06-01,45.375000,45.812500,44.218750,45.062500,25.887280,3438000
1993-07-01,45.125000,45.218750,44.156250,44.843750,25.944199,6117600
1993-08-01,44.906250,46.562500,44.843750,46.562500,26.938570,5440100
1993-09-01,46.406250,46.593750,44.812500,45.937500,26.576962,4369900
1993-10-01,45.875000,47.156250,45.718750,46.843750,27.270142,6972900
1993-11-01,46.781250,47.000000,45.531250,46.343750,26.979067,5351100
1993-12-01,46.593750,47.156250,46.375000,46.593750,27.124611,6128000
1994-01-01,46.593750,48.312500,46.406250,48.218750,28.262751,6837100
1994-02-01,48.156250,48.281250,46.562500,46.812500,27.438496,10974400
1994-03-01,46.812500,47.312500,43.531250,44.593750,26.138012,14705500
1994-04-01,43.343750,45.359375,43.343750,45.093750,26.583546,11429000
1994-05-01,45.093750,45.937500,44.171875,45.812500,27.007263,8545100
1994-06-01,45.703125,46.562500,44.000000,44.468750,26.215105,10352700
1994-07-01,44.687500,46.046875,44.375000,45.906250,27.241459,5452100
1994-08-01,45.937500,47.984375,45.656250,47.656250,28.279932,7945800
1994-09-01,47.500000,47.718750,45.734375,46.171875,27.399071,6309300
1994-10-01,46.203125,47.703125,45.000000,47.484375,28.349321,5437600
1994-11-01,47.281250,47.328125,44.609375,45.593750,27.220556,4807300
1994-12-01,45.640625,46.406250,44.687500,45.562500,27.201910,8568500
1995-01-01,45.703125,47.234375,45.687500,47.093750,28.340279,2768000
1995-02-01,47.156250,49.156250,47.000000,49.015625,29.496841,5954800
1995-03-01,48.968750,50.890625,48.218750,50.109375,30.155043,4538000
1995-04-01,50.093750,51.671875,50.062500,51.593750,31.216368,4395200
1995-05-01,51.546875,53.640625,51.390625,53.640625,32.454815,6986200
1995-06-01,53.406250,55.156250,52.750000,54.406250,32.918037,5790900
1995-07-01,54.468750,56.703125,54.203125,56.156250,34.176392,5508200
1995-08-01,56.234375,56.796875,55.421875,56.406250,34.328556,8100100
1995-09-01,56.390625,58.906250,56.343750,58.484375,35.593285,7431600
1995-10-01,58.484375,59.187500,57.265625,58.312500,35.678108,8944800
1995-11-01,58.281250,61.203125,58.234375,60.906250,37.265076,8841700
1995-12-01,60.984375,62.796875,60.578125,61.484375,37.618797,9816800
1996-01-01,61.406250,63.687500,59.640625,63.671875,39.198040,10661800
1996-02-01,63.609375,66.687500,63.437500,63.875000,39.323082,14850400
1996-03-01,64.640625,65.968750,62.000000,64.687500,39.823299,19022700
1996-04-01,65.000000,65.812500,62.125000,65.390625,40.434959,14999300
1996-05-01,65.375000,68.437500,63.078125,66.875000,41.352814,17453200
1996-06-01,66.890625,68.500000,66.156250,67.109375,41.497765,16871800
1996-07-01,67.281250,67.703125,60.375000,64.093750,39.843006,28811500
1996-08-01,64.156250,67.343750,64.062500,65.328125,40.610348,15593100
1996-09-01,64.468750,69.250000,64.375000,68.625000,42.659809,17216100
1996-10-01,68.703125,71.625000,68.437500,70.843750,44.265694,14791800
1996-11-01,70.984375,76.687500,70.265625,76.015625,47.497280,24089700
1996-12-01,75.921875,76.578125,71.875000,73.843750,46.140198,34952800
1997-01-01,74.375000,79.687500,72.750000,78.406250,49.231773,43623700
1997-02-01,78.718750,82.000000,77.125000,79.156250,49.702736,30028800
1997-03-01,78.750000,81.796875,75.250000,75.375000,47.328445,37514300
1997-04-01,75.250000,80.687500,73.312500,80.093750,50.483986,57679300
1997-05-01,80.218750,85.562500,79.312500,85.156250,53.674911,37473400
1997-06-01,85.343750,90.500000,84.078125,88.312500,55.664345,47332500
1997-07-01,88.500000,96.031250,88.390625,95.312500,60.310417,65359700
1997-08-01,95.500000,96.625000,89.343750,90.375000,57.186180,99046800
1997-09-01,90.687500,96.375000,90.250000,94.375000,59.717224,78642200
1997-10-01,95.250000,98.500000,84.375000,92.062500,58.467632,137440500
1997-11-01,93.187500,96.812500,90.093750,95.625000,60.730122,93157400
1997-12-01,96.218750,99.000000,92.375000,97.062500,61.643105,79162300
1998-01-01,97.312500,99.562500,90.906250,98.312500,62.685375,104582300
1998-02-01,99.906250,105.531250,99.718750,105.125000,67.029106,69733700
1998-03-01,105.250000,111.531250,103.156250,109.937500,70.097588,87316900
1998-04-01,110.312500,113.437500,107.625000,111.343750,71.198250,118629400
1998-05-01,111.750000,113.312500,107.578125,109.031250,69.719559,116264800
1998-06-01,108.968750,114.687500,107.500000,113.312500,72.457146,141993600
1998-07-01,114.062500,119.234375,111.312500,111.781250,71.705505,155280200
1998-08-01,111.781250,112.421875,95.000000,96.000000,61.582169,268542800
1998-09-01,96.062500,107.000000,93.625000,101.750000,65.270615,269370500
1998-10-01,100.031250,110.906250,92.218750,110.000000,70.812073,249152700
1998-11-01,110.812500,119.718750,110.187500,116.125000,74.755020,136369000
1998-12-01,116.125000,124.750000,113.750000,123.312500,79.381958,156026700
1999-01-01,123.375000,128.500000,120.375000,127.656250,82.451225,141419000
1999-02-01,128.687500,128.843750,121.328125,123.562500,79.807137,164624900
1999-03-01,123.656250,132.625000,121.781250,128.375000,82.915443,148191100
1999-04-01,129.687500,137.500000,128.125000,133.250000,86.272896,156755700
1999-05-01,133.437500,138.000000,128.000000,130.203125,84.300179,182566900
1999-06-01,130.125000,137.500000,128.015625,137.000000,88.700821,160692200
1999-07-01,137.000000,142.250000,132.562500,132.750000,86.208626,115669100
1999-08-01,132.750000,138.781250,127.000000,132.062500,85.762154,142925900
1999-09-01,132.937500,136.625000,125.562500,128.750000,83.611023,167972700
1999-10-01,127.937500,137.687500,123.437500,137.000000,89.219177,196829400
1999-11-01,136.500000,143.000000,134.593750,139.281250,90.704788,125042200
1999-12-01,139.312500,147.562500,139.000000,146.875000,95.650116,121529300
2000-01-01,148.250000,148.250000,135.000000,139.562500,91.110992,156770800
2000-02-01,139.750000,144.562500,132.718750,137.437500,89.723755,186938300
2000-03-01,137.625000,155.750000,135.031250,150.375000,98.169807,247594900
2000-04-01,150.125000,153.109375,133.500000,145.093750,94.962784,229246200
2000-05-01,146.562500,148.484375,136.500000,142.812500,93.469688,161024000
2000-06-01,143.687500,149.156250,143.000000,145.281250,95.085518,127146000
2000-07-01,145.437500,151.984375,141.515625,143.000000,93.812775,106780100
2000-08-01,143.625000,153.093750,142.625000,152.343750,99.942612,102365500
2000-09-01,153.250000,153.593750,142.125000,143.625000,94.222801,113203000
2000-10-01,144.281250,145.750000,130.156250,142.953125,94.017670,178392400
2000-11-01,142.250000,144.296875,129.750000,132.281250,86.998924,156699900
2000-12-01,133.187500,139.562500,125.531250,131.187500,86.279572,165416700
2001-01-01,132.000000,138.699997,127.562500,137.020004,90.391945,181296400
2001-02-01,137.100006,137.990005,121.800003,123.949997,81.769669,178607000
2001-03-01,124.050003,127.750000,108.040001,116.690002,76.980263,318187200
2001-04-01,116.300003,127.269997,109.300003,126.660004,83.782455,251839700
2001-05-01,125.070000,132.089996,123.440002,125.949997,83.312813,208040000
2001-06-01,126.199997,129.229996,120.400002,122.599998,81.096863,203578200
2001-07-01,122.800003,124.320000,116.750000,121.349998,80.498306,196892900
2001-08-01,121.970001,123.250000,112.040001,114.150002,75.722160,269599600
2001-09-01,113.849998,116.169998,93.800003,104.440002,69.280975,419156100
2001-10-01,103.900002,111.790001,102.830002,105.800003,70.446465,512612000
2001-11-01,106.599998,116.900002,105.699997,114.050003,75.939682,372515000
2001-12-01,113.650002,118.000000,112.000000,114.300003,76.106148,308403900
2002-01-01,115.110001,117.989998,108.400002,113.180000,75.619637,349380000
2002-02-01,113.089996,113.300003,107.820000,111.150002,74.263313,424492600
2002-03-01,111.720001,117.900002,111.510002,114.519997,76.514908,385578100
2002-04-01,114.230003,115.099998,106.629997,107.860001,72.271545,404461000
2002-05-01,107.970001,111.250000,104.900002,107.220001,71.842720,452626500
2002-06-01,107.089996,107.599998,95.190002,98.959999,66.308098,534883500
2002-07-01,99.180000,99.800003,77.680000,91.160004,61.295513,1124248800
2002-08-01,90.879997,97.150002,83.550003,91.779999,61.712379,936191200
2002-09-01,90.730003,93.330002,80.900002,81.790001,54.995174,1013828600
2002-10-01,82.430000,91.290001,77.070000,88.519997,59.787228,1344248100
2002-11-01,88.349998,94.949997,87.449997,93.980003,63.474957,818243400
2002-12-01,95.470001,96.050003,87.110001,88.230003,59.591335,728285900
2003-01-01,88.849998,93.860001,84.150002,86.059998,58.411339,911319900
2003-02-01,86.139999,86.809998,81.000000,84.900002,57.624016,862248300
