Date,MKT,SMB,HML FF,HML devil,RMW,CMA,RF,MOM,STR
199003,1.83,1.62,-2.92,-0.0324,2.04,-1.02,0.64,1.8,0.17
199004,-3.36,-0.33,-2.59,-0.0359,1.78,-0.98,0.69,2.39,-1.82
199005,8.42,-2.35,-3.83,-0.0435,1.57,-1.68,0.68,3.03,-0.35
199006,-1.09,1.35,-1.93,-0.0194,-1.03,-0.39,0.63,2.4,-0.22
199007,-1.9,-3.16,-0.03,-0.0031,-0.18,3.21,0.68,6.1,-0.68
199008,-10.15,-3.87,1.64,0.0111,-0.35,2.96,0.66,1.88,-3.65
199009,-6.12,-3.74,0.64,-0.0164,0.06,3.67,0.6,5.78,-5.98
199010,-1.92,-5.12,0.1,-0.0341,2.97,-0.3,0.68,6.71,-2.68
199011,6.35,0.07,-3.1,-0.0022,0.65,-4.74,0.57,-5.48,5.85
199012,2.46,0.67,-1.7,-0.0156,2.73,-1.89,0.6,0.29,-3.01
199101,4.69,3.91,-1.6,0.0113,1.28,-3.99,0.52,-6.45,-1.93
199102,7.19,3.94,-0.58,0.0299,-0.2,-0.33,0.48,-4.61,1.93
199103,2.65,3.83,-1.39,-0.01,-0.53,-1.06,0.44,2.87,0.52
199104,-0.28,0.31,1.5,0.0085,0.62,0.74,0.53,-2.36,1.57
199105,3.65,0.14,-0.52,-0.0064,2,-2.43,0.47,-0.11,0.08
199106,-4.94,0.24,1.15,0.0142,1.79,0.65,0.42,0.47,2.06
199107,4.24,-0.96,-1.32,-0.0236,1.6,-1.36,0.49,4.32,2.13
199108,2.32,1.4,-0.78,-0.0173,0.84,-0.34,0.46,1.57,-2.92
199109,-1.59,1.56,-1.08,-0.0041,-1.82,0.08,0.46,1.79,-0.76
199110,1.29,0.91,-0.47,-0.0067,-1.7,-0.23,0.42,3.06,-1.18
199111,-4.19,-0.83,-1.89,-0.0123,1.11,0.01,0.39,1.14,-0.4
199112,10.84,-2.4,-4.17,-0.0718,3.55,-3.12,0.38,8.19,1.06
199201,-0.59,9.18,4.71,0.0448,-1.32,3.2,0.34,-2.49,5.22
199202,1.09,1.33,6.47,0.0328,0.08,2.19,0.28,-0.53,-2.9
199203,-2.66,-0.93,3.56,0.0298,-0.01,1.95,0.34,-0.29,-1.09
199204,1.07,-5.7,4.34,0.0539,1.69,2.23,0.32,-2.58,-3.38
199205,0.3,0.21,1.19,0.0167,-0.95,0.48,0.28,0.21,-0.16
199206,-2.34,-2.73,3.24,0.0301,-0.05,1.01,0.32,-0.58,0.91
199207,3.77,-0.62,-0.56,-0.0066,1.3,-0.91,0.31,1.56,2.12
199208,-2.38,-0.42,-1.1,-0.0091,3.72,-1.65,0.26,-0.51,-1.56
199209,1.19,0.48,-0.26,-0.0121,1.64,-0.59,0.26,1.49,-1.12
199210,1.02,2.07,-1.98,-0.0349,1.24,-0.79,0.23,2.48,-0.2
199211,4.13,3.94,-1.35,-0.0247,-0.68,-1.59,0.23,-0.15,-1.04
199212,1.53,1.68,2.62,0.0073,-0.48,0.84,0.28,4.31,1.23
199301,0.93,1.93,5.94,0.0404,-1.84,2.91,0.23,4.83,-0.45
199302,0.12,-3.45,6.42,0.0729,-0.42,4.13,0.22,3.14,-1.49
199303,2.3,0.09,1.18,0.0038,-0.15,0.9,0.25,3.73,-0.95
199304,-3.05,-0.85,2.49,0.0346,-3.61,1.38,0.24,0.38,-1.71
199305,2.89,1.9,-3.42,-0.0233,-0.12,-1.04,0.22,0.22,1.49
199306,0.31,0.13,2.75,0.0152,-0.92,1.21,0.25,4.55,2.24
199307,-0.34,0.95,2.85,0.0278,-1.87,2.06,0.24,3.16,-2.69
199308,3.71,0.1,0.13,-0.0069,-1.54,-0.04,0.25,2.65,1.28
199309,-0.12,2.98,-0.31,-0.0076,0.24,-0.16,0.26,3.37,0.69
199310,1.41,1.89,-2.76,-0.0002,0.57,0.6,0.22,-2.72,1.9
199311,-1.89,-1.27,-0.74,0.0147,2.23,-0.94,0.25,-4.74,-1.39
199312,1.65,1.4,0.32,0.0049,1.16,-0.34,0.23,2.36,1.07
199401,2.87,-0.06,1.15,0.0224,-1.66,1.43,0.25,0,1.69
199402,-2.55,2.67,-1.54,-0.0139,2.14,-1,0.21,-0.3,0.36
199403,-4.78,-1.04,1.6,0.0188,0.69,1.28,0.27,-1.27,0.09
199404,0.68,-1.01,1.66,0.0162,1.07,1.11,0.27,0.39,-0.38
199405,0.58,-2.56,0.67,0.0092,0.6,0.68,0.31,-2.19,0.06
199406,-3.03,-0.5,1.67,0.0195,1.21,1.47,0.31,-0.87,0.15
199407,2.82,-1.85,0.58,0.0186,-0.65,0.14,0.28,0.18,1.44
199408,4.01,1.37,-2.51,-0.0252,0.95,-1.47,0.37,1.55,1.44
199409,-2.31,2.8,-1.89,-0.0211,0.52,0.93,0.37,1.31,-0.77
199410,1.34,-2.3,-1.62,-0.0214,0.23,-0.68,0.38,1.49,-0.22
199411,-4.04,0.07,-0.7,-0.0003,0.42,-0.5,0.37,-0.18,-2.01
199412,0.86,0,-0.13,0.0018,0.37,0.38,0.44,3.48,0.81
199501,1.8,-3.06,2.57,0.0209,0.17,-0.75,0.42,-1.81,4
199502,3.63,-0.54,1.08,0.0087,0.59,-0.33,0.4,-0.39,2.39
199503,2.19,-0.51,-2.15,-0.0195,-0.17,0.22,0.46,0.43,-0.04
199504,2.11,-0.22,1.71,0.014,0.41,0.9,0.44,1.79,-0.52
199505,2.9,-2.19,2.29,0.013,0.39,0.04,0.54,-0.42,-0.46
199506,2.72,3.06,-2.54,-0.0361,-0.33,-2.44,0.47,2.93,1.23
199507,3.72,2.09,-1.62,-0.0273,0.3,-1.65,0.45,2.56,-2.12
199508,0.55,1.75,2.79,0.0146,-1.24,1.62,0.47,0.16,1.28
199509,3.35,-1.88,-0.04,-0.0112,1.03,0.36,0.43,2.9,-0.89
199510,-1.52,-4.04,-0.5,-0.007,1.91,-0.05,0.47,4.16,-1.02
199511,3.96,-1.07,0.51,-0.0036,-0.62,1.12,0.42,-0.68,0.6
199512,1.03,0.72,0.22,0.0052,-1.37,3.1,0.49,2.52,-0.98
199601,2.26,-2.56,0.38,0.006,0.18,2.31,0.43,0.54,1
199602,1.33,1.77,-1.08,-0.0245,0.24,-1.9,0.39,0.59,2.17
199603,0.73,1.61,0.35,0.0183,1.42,-0.95,0.39,-1.84,-0.11
199604,2.06,4.71,-4.02,-0.0306,-0.14,-2.11,0.46,-0.88,0.69
199605,2.36,3.21,-0.83,-0.024,0.12,-0.3,0.42,1.54,-1.07
199606,-1.14,-3.65,2.35,0.0268,3.51,1.22,0.4,0.98,-0.18
199607,-5.97,-3.81,5.14,0.0404,2.95,2.6,0.45,-0.16,-2.44
199608,2.77,2.57,-0.74,-0.012,-0.37,-2.42,0.41,0.01,2.55
199609,5.01,-1.39,-2.72,-0.0427,1.27,-2.22,0.44,2.7,0.54
199610,0.86,-3.77,4.94,0.0312,1.4,3.25,0.42,3.79,-1.12
199611,6.25,-3.8,1.39,0.0092,2.12,-0.79,0.41,-2.37,0.21
199612,-1.7,3.25,1.31,0.0126,0.37,1.49,0.46,0.63,0.64
199701,4.99,-1.82,-1.42,-0.0254,1.19,-0.02,0.45,1.96,2.62
199702,-0.49,-2.59,5.67,0.0415,0.67,3.47,0.39,-2.13,1.25
199703,-5.03,-0.43,3.39,0.0328,0.5,1.66,0.43,0.9,0.88
199704,4.04,-5.7,0.07,-0.0213,3.26,-0.72,0.43,4.84,2.43
199705,6.74,4.75,-4.13,-0.0273,-1.02,-2.96,0.49,-5.17,2.87
199706,4.1,1.19,1.58,-0.0077,0.56,0.66,0.37,2.6,0.73
199707,7.33,-2.77,0.26,-0.008,0.07,-2.57,0.43,3.77,3.87
199708,-4.15,7.61,1.18,0.0095,-1.11,-0.04,0.41,-2.56,-0.16
199709,5.35,2.49,0.37,-0.0101,-1.63,-0.91,0.44,1.47,1.7
199710,-3.8,-0.52,2.27,0.0171,1,1.94,0.42,-0.57,-0.96
199711,2.98,-5.1,1.19,-0.0015,2.8,1.83,0.39,0.33,-2.01
199712,1.32,-2.04,3.84,0.0188,0.75,1.93,0.48,3.98,-2.91
199801,0.15,-1.36,-1.63,-0.006,0.86,-0.73,0.43,0.14,5.02
199802,7.04,0.2,-0.85,-0.0091,-0.31,-2.54,0.39,-1.12,1.92
199803,4.76,-0.65,1.39,0.0049,-0.26,-0.37,0.39,2.15,1.84
199804,0.73,-0.01,0.94,0.0023,-1.69,-0.36,0.43,0.74,1.7
199805,-3.07,-2.93,3.4,0.0267,1.07,2.59,0.4,1.82,0.74
199806,3.18,-3.65,-1.97,-0.0474,-0.27,-2.97,0.41,7.28,-1.44
199807,-2.46,-5.27,-1.78,-0.0223,1.74,0.45,0.4,3.69,-2.02
199808,-16.08,-5.18,3.53,0.0438,3.39,5.89,0.43,1.84,-2.66
199809,6.15,-0.77,-3.42,-0.0129,-1.89,-2.97,0.46,-0.81,2.75
199810,7.13,-3.43,-2.23,-0.0092,0.93,0.32,0.32,-5.37,9.85
199811,6.1,0.74,-3.25,-0.0344,-0.85,-1.2,0.31,1.2,1.32
199812,6.16,-1.57,-4.19,-0.0708,-0.75,-3.4,0.38,8.92,-1.63
199901,3.5,-0.74,-4.6,-0.0365,-2.79,-6.77,0.35,3.03,-2.32
199902,-4.08,-5.23,1.92,0.0066,-1.21,4.07,0.35,-0.1,2.46
199903,3.45,-4.23,-2.74,0.0009,-4.07,-1.41,0.43,-1.27,0.21
199904,4.33,4.53,2.46,0.0835,-2.53,0.9,0.37,-9.04,2.37
199905,-2.46,3.71,2.35,0.0349,0.93,3.33,0.34,-5.19,1.21
199906,4.77,2.29,-3.19,-0.0477,1.14,-3.23,0.4,5.06,1.7
199907,-3.49,2.57,-0.44,-0.0057,0.36,3.22,0.38,1.66,1.54
199908,-1.38,-1.73,-1.87,-0.016,-0.24,0.64,0.39,3.12,-3.39
199909,-2.79,2.59,-3.5,-0.053,-0.75,-1.23,0.39,6.47,-0.61
199910,6.12,-6.91,-3.37,-0.0464,-1.75,-1.19,0.39,5.5,-1.49
199911,3.37,5.8,-6.11,-0.0924,-4.27,-1.75,0.36,5.64,0.43
199912,7.72,5.39,-8.32,-0.0928,-7.6,-5.63,0.44,13.22,-14.01
200001,-4.74,4.44,-1.91,-0.009,-6.31,4.75,0.41,1.92,2.61
200002,2.45,18.34,-9.7,-0.18,-18.73,-0.36,0.43,18.2,-13.47
200003,5.2,-15.35,8.17,0.0558,11.82,-1.65,0.47,-6.83,9.89
200004,-6.4,-5.01,7.26,0.1075,7.66,5.65,0.46,-8.39,-2.18
200005,-4.42,-3.84,4.81,0.0565,4.17,1.3,0.5,-8.98,-8.89
200006,4.64,9.93,-8.43,-0.1405,-8.32,-2.93,0.4,16.6,12.39
200007,-2.51,-1.03,8.3,0.0663,5.82,2.95,0.48,-0.05,6.51
200008,7.03,-1.04,-1.38,-0.0317,-3.22,1.09,0.5,5.73,0.54
200009,-5.45,0.19,7.17,0.0441,2.56,5.53,0.51,1.97,2.64
200010,-2.76,-2.64,5.7,0.0308,9.6,3.82,0.56,-4.48,-4.8
200011,-10.72,-0.6,12.32,0.0652,13.09,8.39,0.51,-2.32,-14.63
200012,1.19,3.26,7.61,0.0212,1.72,4.78,0.5,6.74,-6.88
200101,3.13,5.5,-5.09,0.1296,-4.7,-5,0.54,-25.3,16.21
200102,-10.05,2.82,12.48,0.1081,9.11,9.05,0.38,12.57,12.19
200103,-7.26,2.33,6.42,0.04,3.36,3.91,0.42,8.55,-7.54
200104,7.94,-0.86,-4.68,-0.0543,-3.07,-3.19,0.39,-7.9,9.87
200105,0.72,3.59,3.38,0.0296,0.26,1.88,0.32,2.21,3.8
200106,-1.94,6.57,-1.13,-0.013,1.6,-1.5,0.28,0.38,0.6
200107,-2.13,-2.83,5.21,0.0166,7.42,3.06,0.3,5.58,1.38
200108,-6.46,2.71,2.3,0.0081,4.05,6.56,0.31,5.53,-3.9
200109,-9.25,-5.73,1.45,-0.035,5,3.2,0.28,11.48,-4.96
200110,2.46,5.28,-7.66,-0.0059,-2.99,-4.54,0.22,-8.47,14.84
200111,7.54,-0.31,2.22,0.0376,-3.72,-1.62,0.17,-8.69,-3.13
200112,1.6,5.16,0.85,0.0186,0.35,-0.27,0.15,0.07,1.68
200201,-1.44,1.26,3.44,0.0001,4.69,2.83,0.14,3.75,2.13
200202,-2.29,-0.36,2.16,0.0049,8.06,5.11,0.13,6.82,0.05
200203,4.24,4.25,1.06,0.0251,-1.78,0.57,0.13,-1.64,2.75
200204,-5.2,6.72,3.88,0.0194,4.56,5.38,0.15,7.63,2.11
200205,-1.38,-3.02,1.53,0.0016,2.37,2.43,0.14,3.16,-2.68
200206,-7.21,3.89,-0.03,-0.0215,3.93,2.49,0.13,6.03,-3.58
200207,-8.18,-6.43,-3.85,-0.0414,3.79,-0.99,0.15,3.77,1.28
200208,0.5,-1.3,3.29,0.0057,1.36,-1.46,0.14,1.9,1.52
200209,-10.35,3.07,1.47,-0.0471,3.29,-2.19,0.14,9.13,-1.77
200210,7.84,-4.3,-3.94,0.0179,-3.4,0.77,0.14,-5.58,7.39
200211,5.96,2.93,-1.21,0.1137,-9.21,5.17,0.12,-16.33,0.18
200212,-5.76,0.62,2.14,-0.0054,6.29,-1.68,0.11,9.64,10.74
200301,-2.57,0.72,-0.81,0.005,-1,0.71,0.1,1.55,0.28
200302,-1.88,-0.93,-1.38,-0.0306,0.83,-0.61,0.09,1.17,-0.69
200303,1.09,0.67,-1.91,-0.0193,1.85,-0.75,0.1,1.48,0.03
200304,8.22,1.04,1.17,0.0635,-4.7,1.09,0.1,-9.33,3
200305,6.05,4.87,0.5,0.0706,-7.06,2.99,0.09,-10.7,-1.52
200306,1.42,1.68,0.15,0.0158,0.48,-0.35,0.1,-1,-0.11
200307,2.35,4.54,-1.24,-0.0195,-4.15,1.77,0.07,-0.24,2.49
200308,2.34,2.48,1.54,0.0157,-2.24,2.13,0.07,-0.62,-1.5
200309,-1.24,0.55,0.15,0.0106,1,0.35,0.08,-0.19,4.62
200310,6.08,2.71,1.97,0.0066,-1.35,1.54,0.07,3.99,2.17
200311,1.35,2.33,1.78,0.0103,0.19,1.8,0.07,1.46,-1.57
200312,4.29,-2.49,1.61,0.0539,0.57,0.94,0.08,-5.57,1.84
200401,2.15,2.45,2.48,0.0023,-3.67,3.38,0.07,2.58,2.32
200402,1.4,-0.93,0.91,0.009,2.18,-1.21,0.06,-1.14,1.55
200403,-1.32,2.1,0.28,0.0064,1.56,-0.98,0.09,0.17,-2.16
200404,-1.83,-2.01,-3.09,0.0108,3.46,-2.84,0.08,-5.38,-0.2
200405,1.17,-0.38,-0.24,-0.0115,-1.18,0.02,0.06,1.5,2.28
200406,1.86,2.56,1.19,0.023,1.2,-0.39,0.08,2.05,0.32
200407,-4.06,-2.95,3.23,0.035,5.33,-1.66,0.1,-2.29,-1.41
200408,0.08,-1.16,1,0.0084,1.18,-1.44,0.11,-1.59,-2.39
200409,1.6,3.27,-0.01,-0.0078,-1.48,-1.89,0.11,5.49,3.1
200410,1.43,0.19,-0.22,0.0007,-0.52,0.49,0.11,-1.38,0.25
200411,4.54,4.11,1.42,0.0201,-0.59,-0.21,0.15,3.16,1.53
200412,3.43,-0.05,-0.22,0.0106,-1.16,0.46,0.16,-2.87,0.94
200501,-2.76,-1.18,2.06,0.0019,2.73,-1.46,0.16,3.05,1.46
200502,1.89,-0.3,1.53,0.0069,1.45,-0.05,0.16,3.37,-2.45
200503,-1.97,-1.42,2.04,0.0209,0.47,1.29,0.21,0.41,0.09
200504,-2.61,-3.98,0.06,-0.0095,0.97,-0.94,0.21,-0.69,-1.84
200505,3.65,2.79,-0.64,-0.0063,-1,0.3,0.24,0.45,3.17
200506,0.57,3.28,2.82,0.0142,0.97,-0.51,0.23,2.05,0.03
200507,3.92,2.8,-0.78,-0.0033,-1.22,-0.81,0.24,0.06,-0.17
200508,-1.22,-0.89,1.32,0.0019,-2.05,0.36,0.3,2.08,-1.37
200509,0.49,-0.35,0.72,-0.0053,0.27,-0.6,0.29,3.43,-3.69
200510,-2.02,-1.45,0.43,-0.0025,-0.94,-1.3,0.27,-1.39,1.61
200511,3.61,0.85,-1.18,-0.005,-0.74,-1.14,0.31,0.35,0.1
200512,-0.25,-0.21,0.2,0.0046,0.21,0.23,0.32,0.77,2.04
200601,3.04,5.75,1.08,-0.0099,-0.64,-0.46,0.35,2.53,-1
200602,-0.3,-0.42,-0.35,0.0101,-0.51,1.91,0.34,-1.84,3.39
200603,1.46,3.4,0.59,-0.0082,0.09,-0.41,0.37,1.26,-0.08
200604,0.73,-0.84,2.34,0.013,1.8,0.01,0.36,0.64,-0.33
200605,-3.57,-2.85,2.42,0.0256,1.15,1.46,0.43,-3.7,-0.04
200606,-0.35,-0.24,0.85,0.0025,1.33,-0.07,0.4,1.54,-0.57
200607,-0.78,-3.64,2.62,0.0233,1.63,0.9,0.4,-2.12,0.22
200608,2.03,0.44,-2.06,-0.005,-1.86,2.09,0.42,-3.38,1.77
200609,1.84,-1.46,0.08,0.0054,0.82,0.6,0.41,-0.96,0.76
200610,3.23,1.98,-0.3,0.0028,-0.12,0.28,0.41,-0.2,-0.26
200611,1.71,0.71,0.14,0.0005,0.15,-0.81,0.42,-1.03,-0.91
200612,0.87,-0.82,2.73,0.0249,-0.72,2.06,0.4,0.79,2.41
200701,1.4,0.08,-0.69,-0.0033,0.25,0.38,0.44,0.24,1.09
200702,-1.96,1.28,-0.13,0.005,-0.51,-0.71,0.38,-1.35,0.18
200703,0.68,0.19,-0.96,-0.0059,0.64,-0.65,0.43,2.56,-2.05
200704,3.49,-2.03,-1.46,-0.0069,1.15,1.04,0.44,-0.24,-0.31
200705,3.24,0.4,-0.65,0.0005,1.58,-1.36,0.41,-0.34,-0.99
200706,-1.96,0.75,-1.07,-0.0118,0.53,0.08,0.4,0.51,-0.65
200707,-3.73,-2.98,-3.72,-0.0446,0.2,-1.13,0.4,2.94,-3.59
200708,0.92,-0.37,-1.86,-0.0175,-1.21,-0.53,0.42,0.1,-2.61
200709,3.22,-2.43,-2.23,-0.0282,-0.52,-3.02,0.32,4.63,0.36
200710,1.8,-0.03,-3.05,-0.0517,-0.3,-0.09,0.32,5.02,-3.96
200711,-4.83,-3.01,-0.95,-0.0176,1.89,-0.29,0.34,0.99,-1.69
200712,-0.87,0.15,-0.54,-0.0224,0.87,-1.04,0.27,6.63,-2.05
200801,-6.36,-0.66,3.98,0.0796,2.14,2.14,0.21,-7.75,6.93
200802,-3.09,-0.66,-0.84,-0.043,0.88,-0.93,0.13,6.1,5.05
200803,-0.93,0.56,0.3,-0.0097,0.79,0.5,0.17,4.27,-0.37
200804,4.6,-1.14,-1.04,-0.0085,1.63,-2.47,0.18,-0.31,3.13
200805,1.86,3.06,-1.49,-0.0525,0.93,-0.06,0.18,3.31,-2.28
200806,-8.44,1.15,-2.67,-0.0908,4.96,-0.55,0.17,12.75,-7.09
200807,-0.77,3.72,5.42,0.0454,-1.37,1.08,0.15,-5.13,7.94
200808,1.53,3.46,1.59,0.0372,1.86,0.84,0.13,-4.02,-0.51
200809,-9.24,0.25,5.92,0.018,2.41,1.78,0.15,0.28,-3.75
200810,-17.23,-3.34,-2.3,-0.0601,3.04,2.05,0.08,7.85,-9.37
200811,-7.86,-3.89,-6.31,-0.0764,4.53,2.74,0.03,7.17,-9.99
200812,1.74,3.29,0.15,0.0537,0.06,-1.49,0,-5.09,5.46
200901,-8.12,-2.13,-11.29,-0.0537,0.18,-1.16,0,-2.18,0.18
200902,-10.1,-1.33,-6.95,-0.0914,1.19,-1.02,0.01,4.41,-7.01
200903,8.95,0.68,3.48,0.0765,-2.52,-2.24,0.02,-11.87,3.04
200904,10.18,7.13,5.36,0.2686,1.31,0.13,0.01,-34.3,-6.52
200905,5.21,-2.32,0.27,0.061,-0.78,-2.16,0,-12.49,-2.71
200906,0.43,2.29,-2.73,-0.0209,-1.41,-0.33,0.01,5.48,4.8
200907,7.72,2.39,4.84,0.0601,-0.46,3.14,0.01,-5.55,4.43
200908,3.33,-0.09,7.63,0.0793,-3.02,3.34,0.01,-9.07,-2.08
200909,4.08,2.73,1.04,0.0183,1.31,0.35,0.01,-4.79,1.12
200910,-2.59,-4.93,-4.2,-0.0166,4.17,-1.49,0,2.61,2.14
200911,5.56,-2.68,-0.34,-0.0066,1,0.12,0,0.3,0.45
200912,2.75,6.23,-0.17,0.0007,1.02,-0.09,0.01,3.01,1.47
201001,-3.36,0.34,0.43,0.0328,-1.27,0.46,0,-5.4,3.64
201002,3.4,1.51,3.23,0.0082,-0.27,1.43,0,3.74,1.63
201003,6.31,1.85,2.21,0.0206,-0.65,1.69,0.01,3.76,0.8
201004,2,4.98,2.89,0.0273,0.69,1.72,0.01,3.16,-1.86
201005,-7.89,0.04,-2.44,-0.0171,1.3,-0.22,0.01,-0.25,0.52
201006,-5.57,-2.47,-4.7,-0.0258,-0.16,-1.55,0.01,-2.76,-4.87
201007,6.93,0.14,-0.33,0.0194,0.27,1.98,0.01,1.88,4.11
201008,-4.77,-3.13,-1.93,-0.015,0.58,-1.61,0.01,-0.06,1
201009,9.54,3.77,-3.18,-0.0139,-0.18,0.36,0.01,1.41,3.29
201010,3.88,0.86,-2.51,-0.0186,1.31,-0.33,0.01,1.58,-1.34
201011,0.6,3.64,-0.92,-0.0114,0.38,1.63,0.01,2.66,-0.95
201012,6.82,0.99,3.76,0.0379,-3.52,3.21,0.01,-3.03,2.27
201101,1.99,-2.38,0.75,0.0108,-0.65,0.77,0.01,-0.29,-0.09
201102,3.49,1.65,1.27,0.0019,-1.93,0.87,0.01,1.99,-0.69
201103,0.46,2.63,-1.85,-0.0159,1.8,-0.05,0.01,3.4,-0.86
201104,2.9,-0.5,-2.49,-0.0167,1.11,-0.86,0,0.04,-1.08
201105,-1.27,-0.71,-2,-0.0103,1.91,-1.5,0,-0.62,-1.22
201106,-1.75,0.13,-0.39,-0.0101,2.43,-1.51,0,1.78,-0.93
201107,-2.35,-1.2,-0.9,-0.0178,2.68,-1.82,0,0.18,-1.07
201108,-5.99,-3.2,-2.36,-0.0215,3.3,-0.38,0.01,-0.28,-1.35
201109,-7.59,-3.65,-1.72,-0.02,2.04,0.26,0,-2.42,-9.57
201110,11.35,3.46,0.1,0.0221,-2.16,-0.86,0,-1.43,12.21
201111,-0.28,-0.27,-0.45,-0.0124,1.86,1.49,0,3.84,1.25
201112,0.74,-0.33,1.63,0.0148,0.98,2.51,0,1.81,-1.54
201201,5.05,2.05,-0.97,0.0095,-2.01,-1.43,0,-7.91,6.52
201202,4.42,-1.7,0.43,0.0067,-0.48,-0.01,0,-0.29,-0.34
201203,3.11,-0.47,1.14,-0.0033,-0.54,0.74,0,1.3,-0.8
201204,-0.85,-0.55,-0.78,-0.0158,1.3,0.65,0,3.75,-0.46
201205,-6.19,-0.12,-1.06,-0.0134,2.08,2.32,0.01,6.49,-3.34
201206,3.89,0.84,0.62,0.0043,-1.09,0.46,0,-1.06,-0.79
201207,0.79,-2.8,-0.02,-0.0065,1.1,0.09,0,3.04,1.47
201208,2.55,0.45,1.3,0.0122,-1.33,-0.86,0.01,-2.37,3.03
201209,2.73,0.61,1.6,0.0125,-1.49,1.54,0.01,-1.14,-0.19
201210,-1.76,-0.9,3.59,0.0323,-1.34,2.51,0.01,0.14,0.25
201211,0.78,0.47,-0.84,-0.0094,0.6,0.84,0.01,0.49,0.91
201212,1.18,1.91,3.51,0.0285,-1.85,0.88,0.01,-2.86,0.18
201301,5.57,0.47,0.96,0.0115,-1.93,1.42,0,-1.79,-1.42
201302,1.29,-0.25,0.11,-0.001,-0.67,0.54,0,1.29,-1.19
201303,4.03,0.86,-0.19,-0.0026,0.14,1.37,0,1.92,-1.86
201304,1.55,-2.25,0.45,-0.0016,0.27,0.37,0,0.22,-1.19
201305,2.8,2.09,2.63,0.0129,-1.97,-0.91,0,-2.02,1.64
201306,-1.2,1.56,0.03,0.0006,-0.38,0.01,0,0.52,0.5
201307,5.65,1.8,0.57,0.0067,-1.35,0.52,0,1.76,1.94
201308,-2.71,-0.06,-2.69,-0.009,0.66,-2.16,0,0.02,-0.81
201309,3.77,2.66,-1.22,-0.014,-0.58,-1.4,0,3.06,-0.46
201310,4.18,-1.51,1.25,0.0072,2.78,0.92,0,0.08,-0.14
201311,3.13,1.4,0.32,-0.0052,0.14,0.05,0,0.44,0.67
201312,2.81,-0.44,-0.02,-0.0051,-0.46,0.08,0,0.02,1.35
201401,-3.32,0.58,-2.07,-0.009,-3.88,-1.43,0,1.71,0.33
201402,4.65,0.16,-0.31,-0.0095,-0.23,-0.47,0,2.07,-0.19
201403,0.43,-1.13,4.93,0.0344,2.13,1.98,0,-3.29,2.66
201404,-0.19,-4.14,1.17,0.0243,3.48,1.04,0,-3.89,-2.1
201405,2.06,-1.89,-0.13,-0.0044,0.05,-1.01,0,0.87,0.47
201406,2.61,3.1,-0.7,-0.0026,-1.89,-1.98,0,0.69,-0.52
201407,-2.04,-4.29,0.03,0.002,0.88,0.51,0,-0.12,2.66
201408,4.24,0.31,-0.45,-0.0099,-0.63,-0.69,0,0.82,1.61
201409,-1.97,-3.73,-1.34,-0.025,1.31,-0.49,0,0.5,-0.19
201410,2.52,3.72,-1.81,-0.0242,-0.55,-0.09,0,-0.06,-2.6
201411,2.55,-2.28,-3.09,-0.0303,1.5,0.26,0,0.69,-3.29
201412,-0.06,2.86,2.27,-0.0002,-1.22,0.96,0,1.12,-1.01
201501,-3.11,-0.91,-3.58,-0.0391,1.6,-1.66,0,3.84,-0.42
201502,6.13,0.31,-1.86,-0.002,-1.1,-1.79,0,-2.82,3.54
201503,-1.12,3.07,-0.37,-0.0226,0.09,-0.51,0,2.74,-0.12
201504,0.59,-3.06,1.82,0.044,0.02,-0.65,0,-7.27,4.12
201505,1.36,0.82,-1.14,-0.0343,-1.78,-0.72,0,5.82,2.4
201506,-1.53,2.89,-0.79,-0.0243,0.45,-1.57,0,3.01,-3.58
201507,1.54,-4.58,-4.13,-0.0573,0.31,-2.46,0,9.98,-4.93
201508,-6.04,0.24,2.77,0.0197,0.69,1.24,0,-2.09,1.51
201509,-3.07,-2.8,0.56,-0.0254,1.8,-0.6,0,5.22,-3.17
201510,7.75,-2.05,-0.46,0.0051,0.86,0.55,0,-3.28,0.9
201511,0.56,3.29,-0.42,-0.0265,-2.71,-1.03,0,2.28,0.08
201512,-2.17,-2.97,-2.61,-0.0351,0.45,0.03,0.01,3.36,1.15
201601,-5.77,-3.48,2.09,-0.0063,2.8,3.07,0.01,1.44,-2.85
201602,-0.07,0.85,-0.57,0.0221,3.28,1.99,0.02,-4.38,-0.93
201603,6.96,1.08,1.19,0.0713,0.76,-0.04,0.02,-5.01,1.54
201604,0.91,1.22,3.28,0.0854,-2.92,1.86,0.01,-6.02,0.42
201605,1.78,-0.62,-1.66,-0.037,-1.07,-2.49,0.01,1.42,0.11
201606,-0.05,0.44,-1.48,-0.0064,1.39,1.91,0.02,4.13,1.44
201607,3.95,2.49,-1.27,-0.0186,1.25,-1.19,0.02,-3.34,4.53
201608,0.49,1.7,3.13,0.0138,-1.88,-0.34,0.02,-3.49,-0.35
201609,0.25,1.86,-1.23,-0.0034,-2.23,0.03,0.02,0.19,0.03
201610,-2.02,-4.04,4.12,0.0265,0.96,0.28,0.02,0.6,2.55
201611,4.86,7.04,8.19,0.0522,-0.21,3.69,0.01,-4.62,0.31
201612,1.81,0.39,3.56,0.0279,1.23,-0.22,0.03,-0.26,-1.17
201701,1.94,-1.43,-2.76,-0.0055,-0.5,-0.99,0.04,-0.93,3.34
201702,3.57,-2.21,-1.68,-0.0174,0.45,-1.83,0.04,-1.65,-1.06
